,y_test,prediction
651,229.701,169.77401964470263
1852,874.8612,751.0634111536715
162,3315.684,3822.264927378629
7043,992.7078,2126.9251160306358
4240,1518.024,3013.876986945434
6163,1957.452,2108.949906568316
5863,2387.5588,3753.6536951036496
304,7696.648,3739.960393925042
4853,2852.2872,2523.4231840663815
7311,1494.0552,1511.6373302995437
7398,1494.0552,1524.9596927353407
6866,647.8234,1552.967137307793
6943,325.5762,1609.3541937860382
1085,5173.266,4538.923538202874
7496,2868.2664,3737.2349234644016
5165,2954.1546,2870.332204115899
2457,5099.3622,3733.649887418979
8008,2743.7618,3849.8609421552455
2813,113.186,275.49245300585324
2214,2936.178,3012.7716350127157
1168,2519.3872,1888.2145383298907
8070,868.869,1563.206995220178
6148,2740.4328,3011.1999593784294
8253,2896.8958,2433.87354338715
6913,325.5762,1609.3541937860382
6340,3123.9336,3008.1371831085667
8003,1342.2528,3011.1999593784294
1261,2681.8424,2108.949906568316
296,583.2408,772.5957103017823
229,3101.2964,5125.978639327213
2241,856.8846,1196.4865225030796
4407,587.2356,1563.206995220178
221,1416.8224,1466.9048466511065
6982,5073.396,4029.464605644981
6688,5888.3352,4652.773838702163
1411,928.791,1246.1026521358838
2549,6381.693,2108.949906568316
4123,4082.6856,2345.6620751365776
5435,2127.231,2339.467073691499
2076,2516.724,1998.576660119844
7886,1857.582,1600.4387255382221
3840,1559.9694,2156.1229073072277
4068,1761.7068,1563.206995220178
5972,549.285,471.11976126631447
7176,2037.348,2795.491301717613
1091,2503.408,2465.7684567249057
7138,652.484,766.1304971090672
8141,452.744,1013.9670452718358
2250,458.0704,1879.8057194840462
4977,2446.815,2621.543609596714
5518,2463.46,1566.1750788618613
6481,2716.464,2537.305175531606
6605,1125.202,673.3617954305286
4328,5690.5926,2871.903879750185
8153,1719.7614,3012.7716350127157
6289,2247.075,2418.1493823651635
2676,4134.618,2933.8239710069506
4582,3495.45,3917.2230571991067
5399,2802.3522,2001.5460919161044
8412,2203.798,3701.662284692749
5599,429.441,292.6373190688709
4076,2450.144,1562.5608600904907
6436,3506.7686,2427.7422130381324
3636,6338.416,3013.465098280426
841,178.4344,215.19817219452216
3528,3872.9586,2999.4975002755855
1547,829.5868,1014.073941213941
6724,1454.1072,1918.4221282017604
6853,3098.6332,1918.4221282017604
8046,392.822,3011.7643581789075
1029,1198.44,1372.9810088231598
7766,1707.777,1879.8057194840462
6670,264.9884,557.2529650484158
8148,3142.576,2999.9093889405935
7355,80.5618,167.8067976439215
4900,3439.5228,2652.831165008212
6428,1808.9786,2663.0563587460547
5498,309.597,1602.440372794777
7533,2572.6512,3013.876986945434
7994,3593.3226,2874.1690186521814
3910,1621.8888,2948.786725699228
2568,659.142,657.9710876072163
2644,884.1824,1009.6698713967661
733,1807.647,1926.7197468498434
4105,5522.811,5705.078003711821
5694,1435.4648,2027.239395357527
6512,2841.6344,2027.239395357527
6590,3691.1952,2435.6705911002155
5558,6624.71,4040.593587681209
1750,5956.9126,4072.2059731724494
836,145.8102,167.85109597441203
2528,6503.5344,3015.7434116463655
4831,858.882,2181.284508218017
5006,1701.7848,2106.3071962579124
7489,614.5334,755.4962371374065
2866,250.3408,282.53297616869133
7154,3835.008,3710.0732198064693
683,1488.063,1563.206995220178
499,1298.31,2027.239395357527
388,717.7324,1079.665723080295
6101,2999.429,2884.330283741139
3311,1346.2476,3911.2665765774
6380,3755.112,3007.2209059109714
8404,153.134,198.25754404621338
119,1141.847,3847.705777675672
158,1701.7848,2108.949906568316
6968,755.0172,1512.283500731951
3986,4250.4672,1879.8057194840462
5962,1641.197,1563.206995220178
6693,1957.452,2075.345273299585
1044,6048.793,3877.795321394614
3964,2077.296,2061.130381274169
6059,3704.5112,3165.598566149698
4301,3295.71,1566.1750788618613
7733,467.3916,644.3135005437431
7868,2542.0244,1619.2135436310436
6837,4165.2448,3962.680008931985
3975,892.8378,1578.8341865798338
6099,567.2616,339.703886487194
7276,1537.998,1584.1117793322562
1422,852.224,1511.2713133308578
4561,2183.824,1619.2135436310436
6183,3509.4318,2720.183012782709
1644,153.7998,370.5925139671333
2480,782.9808,535.0199047026788
2877,3165.879,3839.2738689850507
2491,109.1912,274.9087397365014
1831,1733.7432,2181.284508218017
6464,2195.8084,2027.239395357527
6141,4460.86,2887.0073113081435
7016,8062.838,5705.078003711821
1240,3415.554,2944.404965113979
2542,1211.756,1473.0873760545312
4225,233.03,557.2529650484158
6372,2846.295,2427.7422130381324
4220,1571.288,2465.7684567249057
4418,2530.7058,1898.199310824191
7542,785.644,1497.7455129699174
7198,3981.484,2433.87354338715
2041,633.8416,666.1059048173125
2223,188.4214,506.88796431800665
3852,1073.2696,1477.6217955080406
1142,3747.1224,4619.080653493529
5139,988.0472,654.5558323132332
7833,4482.1656,2958.0843359945093
6673,1006.6896,4511.843875769507
532,95.8752,170.07267036929596
3222,852.224,1500.8530497551342
3581,1006.6896,1862.6064449933212
6043,677.1186,3867.0272464154887
7004,870.8664,2418.1493823651635
4013,4857.6768,3875.64227436733
422,3415.554,3950.578471515004
7899,377.5086,946.8754536232103
1373,5426.27,3837.244355539586
22,1587.2672,3016.1553003113736
495,2336.958,2884.330283741139
4781,2784.3756,2665.787821349619
4270,2360.9268,2091.859569216996
7680,419.454,1447.7856592425087
1718,563.9326,781.3895147423215
1683,990.7104,2655.2208503619067
6415,126.502,198.20367424950794
6079,341.5554,652.5401548438643
3744,4334.358,2343.180409892863
2388,1004.0264,3776.4494369614736
6024,171.1106,409.45847465303035
6619,2316.984,2983.334336549073
8487,4111.315,4462.995041935581
144,905.488,975.2343962165858
3972,1895.5326,2418.1493823651635
574,37.9506,166.71724397516664
4018,3392.9168,2061.130381274169
6526,2145.2076,5705.078003711821
4873,4302.3996,5705.078003711821
5968,4996.829,3976.8618896377952
3706,4452.8704,5705.078003711821
3648,3257.7594,2458.8445826554134
3239,3693.8584,3011.6118480434375
1066,2633.9048,1879.8057194840462
167,1743.0644,2009.6763276109507
5318,540.6296,657.9710876072163
1869,1518.024,1588.7445173251547
1666,512.666,773.3879660105695
8265,4026.7584,2425.075946794511
526,283.6308,2106.3071962579124
2931,196.411,535.3542117663419
1112,1544.656,1477.4118539293297
8004,2446.1492,3881.944624000247
4872,2940.1728,3012.7716350127157
6711,3563.3616,2418.1493823651635
2632,1629.8784,1600.4387255382221
987,5061.4116,3737.0704676231644
6561,1030.6584,2871.903879750185
1122,1125.202,1464.9512629450446
989,5518.1504,4521.698146367209
776,857.5504,1609.3541937860382
274,2082.6224,1512.6087449640306
7376,2399.5432,2110.8221075508595
8368,1800.3232,1879.8057194840462
33,2174.5028,1500.7982981335977
5379,926.7936,984.2003426931233
5253,5645.984,2856.0527722467755
1478,4211.185,4511.843875769507
6376,2651.2156,2001.5460919161044
2328,1120.5414,1119.0910237126882
8327,3012.0792,1562.0684501261726
8101,2189.1504,3013.465098280426
8192,2908.2144,1705.333366874334
3664,1318.284,1466.9048466511065
3849,1525.3478,1075.7660516082653
2270,695.0952,1895.4502394506019
6757,2807.0128,2661.5874976029986
1656,3455.502,1879.8057194840462
4364,1411.496,2884.330283741139
152,2768.3964,2986.7724368842914
4902,2290.352,2108.949906568316
8193,2656.542,2024.9071358693045
7588,1845.5976,1598.2281683967292
7484,671.1264,3897.6733312009096
487,75.2354,199.62348051336906
5476,193.7478,210.60300140586745
2420,998.7,3999.4143134308765
2894,1384.1982,3015.3940761633335
3583,5660.6316,3776.94259334546
1070,952.7598,654.5646703689586
134,952.094,2983.334336549073
7575,641.8312,4254.824254087881
1454,107.8596,206.64558177468024
5871,129.831,287.0540633642946
5864,1201.769,1083.2030916870085
4512,383.5008,1097.4640099264896
3053,34.6216,169.25240299263794
7286,1102.5648,1113.2225079316645
5397,61.9194,209.13367663437123
6970,1416.8224,1267.69360157459
2560,1609.9044,2007.0057311038045
2026,3425.541,3782.072590557395
6578,1418.154,1556.206275259351
3069,1736.4064,3857.3523610596935
318,3877.6192,2418.1493823651635
4189,3238.4512,2791.512248250155
5306,1054.6272,1474.4902334472333
3391,2376.906,2106.3071962579124
1121,593.2278,1292.3999538774108
6576,1034.6532,411.1384568886525
2899,2709.1402,3772.5413839259877
7082,2801.6864,2867.924826282727
5268,1323.6104,3011.6118480434375
4323,978.726,775.5585393483352
6096,1747.725,1895.4502394506019
1643,1198.44,2418.1493823651635
6614,406.138,664.8230581432204
2134,490.0288,2001.5460919161044
1382,639.168,685.9958470333174
5061,402.809,1464.1197822220454
6124,1062.6168,1472.3578001912883
5455,982.7208,557.2529650484158
4425,998.7,1568.5063548123633
4355,4327.7,3854.482091044221
509,95.8752,243.77343534454897
3671,2036.6822,1609.3541937860382
6900,4314.384,2888.907797653675
3286,8138.7392,5705.078003711821
7951,4218.5088,3880.300496321558
7245,517.3266,411.1384568886525
2453,1325.6078,1900.5255551569792
6906,6454.931,5125.978639327213
971,615.1992,978.333960261817
313,1677.816,1158.7343659383205
7871,1677.816,767.5367794827024
3202,539.298,950.2454909389521
5759,784.9782,557.2529650484158
5583,3520.0846,3800.9354704302427
4858,1607.2412,1499.9506773658309
7248,1289.6546,1566.1750788618613
7802,1444.1202,2570.5734213119167
8220,2621.9204,1998.576660119844
558,2876.256,3012.7716350127157
4904,4673.916,2465.7684567249057
276,7452.9652,3847.938479169847
1540,716.4008,420.0117895755455
7511,3111.9492,2664.216145715333
3474,755.0172,281.88369265302447
4139,394.1536,771.4719983254304
1984,4086.0146,3946.70616530911
2285,3202.498,1998.576660119844
2615,7201.2928,5705.078003711821
3891,1358.232,1879.8057194840462
7784,2681.8424,2100.4811682252603
6444,3844.995,3844.523676779129
6308,691.1004,557.2980481498205
1942,3105.957,3708.1065876780963
2569,4402.2696,2425.075946794511
1977,2713.135,2936.5485017492965
1220,2884.2456,2423.437888011692
5601,3113.2808,3839.510849864046
8499,2976.126,1566.1750788618613
3182,1142.5128,1552.3582998935576
2381,4374.306,3975.5008227585627
2585,4225.1668,2936.5485017492965
6390,4434.228,3703.1765922315053
4887,1749.7224,2418.1493823651635
8066,4171.9028,2593.875816021115
286,296.9468,364.7021676468435
994,2982.784,2425.075946794511
2586,139.818,167.85109597441203
4753,3793.7284,2858.629745013055
1952,554.6114,1335.534853583824
7984,1245.046,1742.0712223686805
7356,974.0654,1560.546507826243
5904,517.9924,4074.7111480993935
72,4604.6728,2661.5874976029986
519,5344.3766,5705.078003711821
5081,1342.2528,1563.206995220178
4978,1784.344,2887.0073113081435
7150,4407.596,3736.5554583183216
548,2094.6068,1563.206995220178
2888,2167.179,1598.2281683967292
7428,1845.5976,1605.8796984334317
1892,1583.9382,2001.5460919161044
8007,262.3252,557.2529650484158
6702,1179.1318,810.9292112696428
5356,1158.492,2995.5184468081275
1955,1514.695,1895.4502394506019
5362,1006.6896,1749.2162144747988
7667,2253.0672,2007.0057311038045
2190,934.7832,781.7095699013449
5564,751.0224,1083.0805462835808
3711,1619.2256,1579.1378053836293
1675,2007.387,758.2391472827192
6257,1342.2528,668.4850896830718
842,1470.0864,995.4933534121966
247,974.7312,2652.3568250384606
8025,207.7296,175.1743670301077
8516,858.882,1015.3931816249709
4110,2621.9204,1895.4502394506019
3573,1518.024,2429.2364365686103
2217,2428.8384,2433.87354338715
7779,1258.362,1560.546507826243
4339,1114.5492,2009.6763276109507
5553,2456.802,3967.5666151712385
6285,2902.888,2394.274876051112
5335,339.558,645.2327359828255
3993,529.9768,557.2980481498205
3485,666.4658,809.40254043603
3996,110.5228,274.6555638469589
2565,3844.995,3011.6118480434375
4999,2324.9736,3936.5502438190883
6934,2616.594,4038.088412754265
4770,253.004,281.76753839297857
3083,7534.1928,3011.973997644849
725,918.804,668.5966037713141
2682,3531.4032,2418.1493823651635
7922,801.6232,1133.3988399099048
1741,614.5334,767.8158135719199
6721,1573.9512,2086.797033827241
6897,3261.7542,2126.9251160306358
779,597.2226,772.1885453069434
50,3134.5864,2343.180409892863
4696,2534.0348,3935.018744454241
7639,123.173,280.7756702754975
7978,3350.3056,3001.775813641525
406,5770.4886,3862.0347400880287
4234,3379.6008,3012.305311311148
5514,3880.2824,2012.7875510240278
4034,107.8596,272.8778003038614
6652,715.0692,1895.4502394506019
2655,2066.6432,2061.130381274169
2141,5294.4416,5326.839948222295
6291,441.4254,654.5558323132332
6519,2504.7396,2070.880802726297
2617,1522.0188,2728.817569317436
6784,610.5386,1419.1130612234024
3465,1518.024,3012.7716350127157
156,262.3252,2089.4900040985294
8502,3020.0688,3861.9967487910285
2795,308.9312,370.07685529032017
6627,343.5528,409.45847465303035
6518,2259.0594,3892.146835837262
578,4655.2736,3895.85294625862
4302,3338.987,3013.478272744369
8096,1163.8184,1024.66833559486
2948,3868.9638,2908.756910876697
4004,4327.7,4521.698146367209
2872,796.9626,669.1425640532997
2653,4195.8716,3009.2969700778444
8111,363.5268,997.0661833980994
1308,343.5528,1877.2830186158128
317,452.744,557.2529650484158
5587,1231.73,774.493828278687
5817,596.5568,654.1993816281323
7573,3435.528,2416.0653228244164
2958,3350.3056,3016.1553003113736
1812,1597.92,1570.8798500747403
7785,3146.5708,2999.4975002755855
2531,2087.9488,2418.1493823651635
4627,4727.18,3011.6118480434375
7289,1651.184,1600.4387255382221
4957,298.2784,199.62348051336906
6418,185.0924,233.5499455096848
188,2336.958,2927.9596464081264
2004,4777.7808,3031.628971293781
4235,494.0236,655.0082585606635
5129,3427.5384,2460.489566375189
217,260.9936,557.2529650484158
2405,2109.2544,1885.811579761746
5168,282.2992,657.2218640118823
3753,3998.7948,2953.4521508378157
1978,447.4176,1053.1366297173831
4226,476.047,1560.0346265916244
5992,3243.7776,3925.477523045176
6005,1693.7952,1609.3541937860382
2767,185.7582,505.3418449023507
2760,2588.6304,2116.7561936306483
4160,1938.8096,2418.1493823651635
4338,5704.5744,4015.2806436719566
1334,4098.6648,1609.3541937860382
1597,1893.5352,2523.4231840663815
7482,3467.4864,1879.8057194840462
8335,708.4112,778.215732991259
1833,1985.4156,2116.7561936306483
7970,2157.192,2517.4328118368576
1514,3368.948,3855.6355333567976
2887,6359.7216,3781.626772965773
2423,1225.072,1080.7571866199128
6035,88.5514,216.41133109707954
7301,3728.48,3015.0367739147123
1063,568.5932,660.5843046435672
4912,4853.682,2883.1704967718606
1172,2251.7356,1926.7197468498434
8105,1155.8288,1362.8877758692447
2929,4604.6728,3968.1589145901985
7323,1188.453,3994.117018715663
1972,1120.5414,1097.4498498415192
1768,1398.18,1594.4254574831139
122,186.424,232.51177260627745
4488,1406.1696,1389.5370915305612
1529,3749.7856,2875.3288056214597
1621,3755.112,3013.876986945434
7278,326.242,403.40520293660114
4942,2221.1088,3011.1999593784294
1928,1897.53,2009.6763276109507
2890,2846.295,2983.334336549073
1087,1522.0188,3900.838029176718
5036,4094.67,2644.5620817918652
8437,2596.62,1566.1750788618613
6129,1693.7952,657.0909913307046
294,5499.508,5697.972442270783
7132,2449.4782,3011.6118480434375
6197,2526.711,3878.4680896628183
7870,1480.0734,2653.2776492491
5439,1581.9408,1024.66833559486
8438,3034.0506,2181.284508218017
1642,211.7244,269.05822816091074
1234,872.198,1420.3448745850608
1185,822.263,407.779062275008
3046,295.6152,365.071497796432
384,3523.4136,2070.880802726297
3756,5552.1062,2864.426791816206
7476,1494.0552,1453.4584653689599
2663,102.5332,264.9189538009269
4982,3367.6164,3008.7925815452577
4987,455.4072,369.22726108323513
684,5159.2842,3008.7925815452577
8022,5812.434,2999.4975002755855
4085,2120.573,2642.2969428898687
7110,2644.5576,3728.133790752094
1533,1943.4702,1478.5635577679477
451,1816.3024,1417.5830784678976
4237,1404.1722,1124.4523301129689
2640,1288.9888,2575.5065222858307
1376,1151.1682,2638.5012238723803
1914,515.3292,203.09926776379794
5866,6636.6944,3888.191556277071
2980,3101.2964,2945.6536189463864
1490,486.034,557.2980481498205
4629,447.4176,2423.437888011692
5777,335.5632,770.7786426184726
4030,1318.284,2075.345273299585
1811,468.7232,1012.5884564172178
2038,1470.0864,3011.1999593784294
6159,697.0926,557.2529650484158
5313,750.3566,1609.3541937860382
6134,8217.3036,5705.078003711821
1536,2320.9788,2653.7519892188516
2604,3956.8494,3011.6118480434375
5598,1882.2166,2814.9034666984044
396,3707.1744,3951.31773084019
8376,3717.8272,3953.822905767135
6157,583.2408,1578.8341865798338
14,1977.426,2995.5184468081275
5546,1980.755,2944.404965113979
1900,4566.0564,3859.9470743430247
2475,361.5294,281.3981763146283
7343,8209.314,5134.805041527201
6939,886.8456,1124.2657573553727
7658,826.2578,767.5367794827024
4092,647.1576,2619.8801558768228
4857,722.393,1598.2281683967292
5603,169.779,409.45847465303035
4178,653.1498,3855.6992224599085
7160,1318.284,1554.4907331495028
8407,575.2512,2116.7561936306483
6752,882.8508,2418.1493823651635
4716,3182.524,2554.5350208963882
90,369.519,281.02884616503997
5421,2149.2024,2886.5954226431354
5326,3950.1914,3791.024639480541
5632,2852.2872,2556.106696530675
5354,272.978,206.8288735779747
8167,1857.582,2004.6044051259637
3126,2090.612,2929.9596778724313
6020,1218.414,1360.1103162635313
3050,3761.77,2418.1493823651635
3490,1687.1372,3790.4384357917866
6669,1670.4922,2015.9332514839314
4948,1981.4208,3957.547489823243
6047,1488.063,1578.8341865798338
15,1547.3192,1061.9511502408234
1315,1413.4934,2063.4811584112995
8484,2324.9736,2066.3945348118255
2693,3408.896,4511.843875769507
5183,2458.1336,2983.334336549073
6413,447.4176,1083.3896644446045
5296,3159.8868,3855.6355333567976
5248,3709.8376,3908.9890240793616
6271,3463.4916,2998.3377133063077
1357,2428.8384,1566.1750788618613
2429,2797.6916,4034.9477677055106
